institution,urls,articletype,retractiondate,retractiondoi,originalpaperdate,originalpaperdoi,retractionnature,reason,notes,rorids,rornames,rorcountries,rorregions,container,publisher,prefix,funder
"['Department of Neurosurgery and Division of Neurovascular Biology, Frank P. Smith Laboratory for Neuroscience and Neurosurgical Research, University of Rochester Medical Center, 601 Elmwood Avenue, Box 645, Rochester, 14642, New York'
 'Department of Molecular and Experimental Medicine, The Scripps Research Institute, 10550 North Torrey Pines Road, La Jolla, 92037, California, USA']",[],['Research Article'],4/20/2024 0:00,10.1038/s41591-024-02916-9,10/31/2004 0:00,10.1038/nm1122,Retraction,['+Concerns/Issues About Image' '+Error in Data' '+Manipulation of Images'],see also: https://pubpeer.com/publications/997C059834DCC37775D0937C36002C,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['CGG Services (Singapore) Pte Ltd, Singapore, Singapore']",['http://retractionwatch.com/2017/01/27/geoscience-paper-pulled-apparent-lack-company-consent/'],['Case Report'],12/1/2016 0:00,10.1007/s11001-016-9267-2,3/21/2016 0:00,10.1007/s11001-016-9267-2,Retraction,['+Lack of Approval from Company/Institution'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Henan Polytechnic University, School of Surveying and Land Information Engineering, Jiaozuo, 454003 Henan Province, China'
 'Henan College of Surveying and Mapping, Zhengzhou, 454500 Henan Province, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],1/24/2024 0:00,10.1155/2024/9792326,10/10/2022 0:00,10.1155/2022/8690532,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/002mm7c07'],[None],['China'],['Henan'],<NA>,<NA>,<NA>,<NA>
"['Endocrinology and Metabolism Research Center, Department of Gynecology and Obstetrics, School of Medicine, Arak University of Medical Sciences, Arak, Iran'
 'Department of Gynecology and Obstetrics, School of Medicine , Iran University of Medical Sciences, Tehran, Iran'
 'Research Center for Biochemistry and Nutrition in Metabolic Diseases, Kashan University of Medical Sciences, Kashan, I R Iran'
 'Barij Medicinal Plants Research Center, Kashan, I R Iran']",['http://retractionwatch.com/2020/11/10/journals-flag-concerns-in-three-dozen-papers-by-nutrition-researchers/'],['Clinical Study'],11/4/2020 0:00,10.1080/07435800.2020.1843877,7/25/2017 0:00,10.1080/07435800.2017.1346661,Expression of concern,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Investigation by Company/Institution'
 '+Investigation by Journal/Publisher' '+Updated to Retraction']",None,['https://ror.org/056mgfb42'],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Heilongjiang University Of Technology, Jixi, Heilongjiang ,China, 158100']",['https://retractionwatch.com/2022/09/09/physics-publisher-retracting-nearly-500-likely-paper-mill-papers/'],['Conference Abstract/Paper'],9/16/2022 0:00,10.1088/1742-6596/1744/3/032270,2/17/2021 0:00,10.1088/1742-6596/1744/3/032084,Retraction,['+Fake Peer Review' '+Investigation by Journal/Publisher' '+Paper Mill'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Science and Technology, Nanchang University, Jiangxi 330006, China'
 'Sports Institute, Nanchang University, Jiangxi 330006, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/18/2023 0:00,10.1155/2023/9825793,5/18/2022 0:00,10.1155/2022/9306200,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review'
 '+Informed/Patient Consent - None/Withdrawn'
 '+Investigation by Journal/Publisher' '+Investigation by Third Party'
 '+Lack of IRB/IACUC Approval and/or Compliance' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Statistics, Southwestern University of Finance and Economics, Chengdu 610071, China'
 'School of Big Data Statistics, Guizhou University of Finance and Economics, Guiyang 550025, China'
 'School of Mathematics and Statistics, Guizhou University of Finance and Economics, Guiyang 550025, China'
 'Guizhou Key Laboratory of Big Data Statistical Analysis, Guiyang 550025, China'
 'School of Accountancy, Guizhou University of Commerce, 550025 Guiyang, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],12/20/2023 0:00,10.1155/2023/9806096,1/17/2022 0:00,10.1155/2022/6176451,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Microbiology and the Tumor Virology Program, Abramson Comprehensive Cancer Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, United States of America'
 'Key Laboratory of AIDS Immunology, Ministry of Health, The First Affiliated Hospital, China Medical University, Shenyang, Liaoning, People’s Republic of China'
 'Howard Hughes Medical Institute and Department of Biochemistry and Biophysics, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, United States of America']",[],['Research Article'],4/30/2021 0:00,10.1371/journal.ppat.1002418,12/8/2011 0:00,10.1371/journal.ppat.1009556,Retraction,"['+Concerns/Issues About Data' '+Duplication of/in Image'
 '+Error in Image' '+Manipulation of Images'
 '+Original Data and/or Images not Provided and/or not Available']",see also: https://pubpeer.com/publications/DFA7DEFF22AB14DCB3DA72141D77ED#4,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Nanjing University of Posts and Telecommunications, Nanjing, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],11/29/2023 0:00,10.1155/2023/9841018,9/30/2021 0:00,10.1155/2021/9481190,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Cardiac Surgery, Fujian Maternity and Child Health Hospital, Affiliated Hospital of Fujian Medical University, Fuzhou, China'
 'Fujian Key Laboratory of Women and Children’s Critical Diseases Research, Fujian Maternity and Child Health Hospital, Fuzhou, China'
 'Department of Cardiovascular Surgery, Union Hospital, Fujian Medical University, Fuzhou, China']",[],['Clinical Study'],10/14/2023 0:00,10.1186/s13019-023-02408-w,10/9/2020 0:00,10.1186/s13019-020-01355-0,Retraction,['+Lack of IRB/IACUC Approval and/or Compliance'],None,['https://ror.org/03d5yat74'],[None],['China'],['Fujian'],<NA>,<NA>,<NA>,<NA>
"[""Department of Intensive Care Medicine, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, China""
 ""Department of Rehabilitation Medicine, Zhejiang Provincial People's Hospital, People's Hospital of Hangzhou Medical College, Hangzhou, Zhejiang, China""
 'Department of Neurobiology, Institute of Neuroscience, Key Laboratory of Medical Neurobiology of the Ministry of Health of China, Joint Institute for Genetics and Genome Medicine between Zhejiang University and University of Toronto, Collaborative Innovation Center for Brain Science, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China']",[],['Research Article'],5/24/2019 0:00,10.1016/j.neulet.2019.03.053,4/1/2019 0:00,10.1016/j.neulet.2019.03.053,Retraction,"['+Concerns/Issues About Authorship/Affiliation'
 '+Date of Article and/or Notice Unknown']","date of retraction unknown, html page overwrite, date estimated from notifications; separate notice published 6/10/19",['https://ror.org/03k14e164'],[None],['China'],['Zhejiang'],<NA>,<NA>,<NA>,<NA>
"['Department of Neurology, North China University of Science and Technology Affiliated Hospital, Tangshan, China'
 'Department of Neurosurgery, North China University of Science and Technology Affiliated Hospital, Tangshan, China']",[],['Research Article'],2/8/2022 0:00,10.3389/fncel.2022.858255,12/22/2020 0:00,10.3389/fncel.2020.542552,Retraction,['+Concerns/Issues About Data' '+Unreliable Results and/or Conclusions'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Medical College of Soochow University, Suzhou, P. R. China'
 'College of Life Sciences, Anhui Agriculture University, Hefei, P. R. China']",[],['Research Article'],1/11/2024 0:00,10.1371/journal.pone.0297257,4/3/2013 0:00,10.1371/journal.pone.0060092,Retraction,"['+Author Unresponsive' '+Concerns/Issues About Data'
 '+Concerns/Issues About Image'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Duplication of Data' '+Duplication of/in Image' '+Duplication of Text'
 '+Euphemisms for Duplication' '+Euphemisms for Plagiarism' '+Paper Mill'
 '+Plagiarism of Text' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['St. Elisabethen Hospital, Frankfurt, Germany'
 'St. Marien Hospital, Frankfurt, Germany']",['http://retractionwatch.com/2022/01/25/court-injunction-forces-gastro-journal-to-slap-expressions-of-concern-on-40-articles-about-probiotics/'],['Research Article'],1/24/2022 0:00,10.1093/ecco-jcc/jjab227,2/1/2010 0:00,10.1016/S1873-9946(10)00006-1,Expression of concern,"['+Civil Proceedings' '+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Legal Reasons and/or Threats']",See also: https://doi.org/10.1093/ecco-jcc/jjab225 Journal was previously published by Elsevier until 2015.,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"[""School of Economics and Finance, Xi'an Jiaotong University, Xi'an 710000, China""
 'School of Animal Science and Technology, Northwest A and F University, Xianyang 712100, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/4/2023 0:00,10.1155/2023/9863904,8/3/2022 0:00,10.1155/2022/3029528,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",See also: https://pubpeer.com/publications/F05578717585E81AE7D0DD44FE927A,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Guangzhou University of Chinese Medicine, Guangzhou, 510405, Guangdong, China'
 'Integrative Cancer Centre, the First Affiliated Hospital of Guangzhou, University of Chinese Medicine, Guangzhou, China'
 'Guangdong Province Engineering Technology Research Institute of T.C.M, Guangzhou, 510095, China']",[],['Research Article'],4/1/2023 0:00,10.1186/s12906-023-03941-w,11/19/2019 0:00,10.1186/s12906-019-2718-y,Retraction,"['+Concerns/Issues About Image'
 '+Original Data and/or Images not Provided and/or not Available'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/03qb7bg95'],[None],['China'],['Guangdong'],<NA>,<NA>,<NA>,<NA>
"['Zhejiang Water Conservancy And Hydropower College, Hangzhou, 310016, China'
 'Department of Information Center, TongLu County Government, Hangzhou, 311500, China'
 'Department of Mathematics, Zhejiang University, Hangzhou, 310027, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],9/7/2010 0:00,10.1109/ICCSIT.2010.5565114,7/9/2010 0:00,10.1109/ICCSIT.2010.5565114,Retraction,"['+Breach of Policy by Author' '+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Center of Transplant Surgery, The Third Xiangya Hospital, Central South University, Changsha, Hunan'
 'Department of General Surgery, The First Affiliated Hospital, University of South China, Hengyang, Hunan'
 'Department of Oncology, The First Affiliated Hospital, University of South China, Hengyang, Hunan']",['http://retractionwatch.com/2017/04/20/new-record-major-publisher-retracting-100-studies-cancer-journal-fake-peer-reviews/'],['Meta-Analysis'],4/20/2017 0:00,10.1007/s13277-017-5487-6,1/17/2014 0:00,10.1007/s13277-013-1598-x,Retraction,['+Fake Peer Review' '+Investigation by Journal/Publisher'],Journal published by SAGE starting in 2017,['https://ror.org/05akvb491'],[None],['China'],['Hunan'],<NA>,<NA>,<NA>,<NA>
"['Department of Food Science and Nutrition, Pusan National University, Jangjeon 2-dong, Geumjeong-gu, Busan 46241, Korea'
 'Research Institute of Ecology for the Elderly, Pusan National University, Busan 46241, Korea']",[],['Research Article'],1/31/2019 0:00,10.4162/nrp.2019.13.1.76,6/16/2016 0:00,10.4162/nrp.2016.10.5.507,Retraction,"['+Duplication of/in Article' '+Euphemisms for Duplication'
 '+Investigation by Journal/Publisher' '+Objections by Third Party']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Genetics, Faculty of Biological Sciences, Tarbiat Modares University, Tehran, Iran']",[],['Research Article'],10/10/2023 0:00,10.3389/fonc.2023.1298871,7/30/2019 0:00,10.3389/fonc.2019.00653,Retraction,"['+Concerns/Issues About Data' '+Investigation by Journal/Publisher'
 '+Objections by Author(s)'
 '+Original Data and/or Images not Provided and/or not Available'
 '+Unreliable Data' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['University of Tennessee Health Science Center, Department of Surgery, Memphis, Tennessee, United States of America'
 ""St. Jude Children's Research Hospital, Department of Surgery, Memphis, Tennessee, United States of America""
 'University of Tennessee Health Science Center, Department of Pathology and the Center for Cancer Research, Memphis, Tennessee, United States of America'
 ""St. Jude Children's Research Hospital, Department of Biostatistics, Memphis, Tennessee, United States of America""
 'University of Tennessee Health Science Center, Department of Microbiology, Immunology and Biochemistry, Memphis, Tennessee, United States of America']",[],['Research Article'],8/30/2019 0:00,10.1371/journal.pone.0222130,2/7/2013 0:00,10.1371/journal.pone.0051309,Retraction,"['+Duplication of/in Image' '+Falsification/Fabrication of Data'
 '+Investigation by Company/Institution' '+Manipulation of Images']",Wayne S Orr aka W Shannon Orr;,['https://ror.org/03wmmfz90'],[None],['United States'],['Tennessee'],<NA>,<NA>,<NA>,<NA>
"['School of Public Administration, Xi’an University of Architecture and Technology, Xi’an, China'
 'School of Management, Xi’an University of Architecture and Technology, Xi’an, China']",['https://retractionwatch.com/2021/12/15/journal-retracts-122-papers-at-once/'],['Article in Press' 'Research Article'],12/15/2021 0:00,10.1177/00207209211064059,6/24/2020 0:00,10.1177/0020720920931426,Retraction,"['+Concerns/Issues about Referencing/Attributions' '+Fake Peer Review'
 '+Paper Mill']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Gastroenterology, Jinan University of Second Clinical Medical Sciences, Shenzhen Municipal People’s Hospital, No. 1017, East Gate Road, Shenzhen City, Guangdong Province 518020, China'
 'Department of General Surgery, Shenzhen Children’s Hospital, No. 7019, Yitian Road Road, Shenzhen City, Guangdong Province 518026, China']",[],['Research Article'],11/6/2024 0:00,10.1042/BSR-2019-2257_RET,4/7/2020 0:00,10.1042/BSR20192257,Retraction,"['+Concerns/Issues About Data' '+Concerns/Issues About Image'
 '+Duplication of/in Image' '+Euphemisms for Duplication'
 '+Investigation by Journal/Publisher' '+Investigation by Third Party'
 '+Upgrade/Update of Prior Notice(s)']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Pediatrics, Yantaishan Hospital, Yantai 264000, Shandong, China'
 ""Department of Pediatrics (I), Jiyang People's Hospital, Jinan 251400, Shandong, China""
 ""Department of Traditional Chinese Medicine, Qingdao Eighth People's Hospital, Qingdao 266000, Shandong, China""
 ""Department of Endocrinology, Zhangqiu District People's Hospital, Jinan 250200, Shandong, China""
 ""Department of Ultrasound, Zhangqiu District People's Hospital, Jinan 250200, Shandong, China""
 ""Infirmary of Veteran Cadre Rest Center, Zhangqiu District People's Hospital, Jinan 250200, Shandong, China""]","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/']",['Research Article'],9/20/2023 0:00,10.1155/2023/9849508,3/24/2022 0:00,10.1155/2022/9102727,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Arts, Cheongju University, Cheongju 28503, Republic of Korea'
 'Dongchang College, Liaocheng University, Shandong, Liaocheng 252000, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/18/2023 0:00,10.1155/2023/9767286,4/13/2022 0:00,10.1155/2022/1060943,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
['Unknown'],[],['Book Chapter/Reference Work'],1/2/2013 0:00,10.1515/9783110303391.491,1/1/2013 0:00,10.1515/9783110303391.491,Retraction,['+Copyright Claims' '+Date of Article and/or Notice Unknown' '+Removed'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Logistic, Shenyang Ligong University, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],9/7/2010 0:00,10.1109/INDUSIS.2010.5565651,7/10/2010 0:00,10.1109/INDUSIS.2010.5565651,Retraction,['+Notice - Limited or No Information'],None,['https://ror.org/03m20nr07'],[None],['China'],['Liaoning'],<NA>,<NA>,<NA>,<NA>
"['Business School, Central South University, Changsha, Hunan, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],6/16/2011 0:00,10.1109/ICEBEG.2011.5882298,5/6/2011 0:00,10.1109/ICEBEG.2011.5882298,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Aerospace and Civil Engineering, Harbin Engineering of Technology, Harbin, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/31/2011 0:00,10.1109/icbbe.2011.5780938,5/10/2011 0:00,10.1109/icbbe.2011.5780938,Retraction,['+Notice - Limited or No Information'],None,['https://ror.org/03x80pn82'],[None],['China'],['Heilongjiang'],<NA>,<NA>,<NA>,<NA>
"['College of Economics and Trade, Shanghai Urban Construction Vocational College, Shanghai 201415, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],1/24/2024 0:00,10.1155/2024/9879804,3/24/2022 0:00,10.1155/2022/8146555,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Humanities and Law, Gannan University of Science and Technology, Ganzhou, Jiangxi 341000, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/']",['Research Article'],7/26/2023 0:00,10.1155/2023/9897439,6/14/2022 0:00,10.1155/2022/9369258,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Medicine, Institute of Molecular Cardiology, University of Louisville, Louisville, Kentucky 40292']",['http://retractionwatch.com/2019/03/23/weekend-reads-controversial-paper-on-transgender-teens-revised-e-cigarette-maker-touts-study-in-a-questionable-journal-science-warns-readers-about-monkey-hiv-stu'],['Research Article'],3/22/2019 0:00,10.1074/jbc.AAC119.008182,8/9/2012 0:00,10.1074/jbc.M112.385542,Correction,['+Error in Data' '+Error in Image'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Computer Science, PSR Engineering College, Sivakasi, Tamilnadu, India'
 'School of Computing Science and Engineering, Galgotias University, Greater Noida, India'
 'Artificial Intelligence Engineering Department, Near East University, Mersin 10, Nicosia, Turkey'
 'Research Centre for AI and IoT, Near East University, Mersin 10, Nicosia, Turkey']",[],['Research Article'],12/12/2022 0:00,10.1007/s11277-022-10121-5,6/18/2020 0:00,10.1007/s11277-020-07592-9,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher' '+Rogue Editor'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/02x8svs93'],[None],['Cyprus'],['Nicosia'],<NA>,<NA>,<NA>,<NA>
"['Edwin L. Steele Laboratory of Radiation Biology, Department of Radiation Oncology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts 02114']",[],['Research Article'],8/1/1996 0:00,10.2307/3579599,4/1/1993 0:00,10.2307/3578497,Retraction,"['+Contamination of Cell Lines/Tissues'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Neurology, Ernst-Moritz-Arndt-Universität, Greifswald, Germany']",[],['Research Article'],1/1/2018 0:00,unavailable,2/1/2007 0:00,unavailable,Retraction,"['+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information' '+Removed']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Pathology, Faculty of Veterinary Medicine, Tehran University, Tehran, Iran'
 'Department of Molecular Biology, Central Veterinary Laboratory of I.V.O, Tehran, Tehran, Iran']",[],['Clinical Study'],10/17/2016 0:00,10.1186/s13000-016-0568-1,9/16/2014 0:00,10.1186/s13000-014-0223-7,Retraction,['+False/Forged Authorship' '+Fake Peer Review' '+Plagiarism of Text'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"[""Department of Industrial and Information Engineering and Economics, UAq ?Electromagnetic Compatibility Laboratory, University of L'Aquila, L'Aquila, Italy""
 'IBM Systems Group, Durham, NC, USA'
 'LAIRD Technologies, Manchester, NH, USA'
 'Electrical and Electronics Engineering Department, Missouri University of Science and Technology, Rolla, MO, USA']",['http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/'],['Research Article'],8/1/2017 0:00,10.1109/TEMC.2017.2674183,3/10/2017 0:00,10.1109/TEMC.2017.2674183,Retraction,['+Fake Peer Review'],see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,['https://ror.org/05ngeh012'],[None],['United States'],['Illinois'],<NA>,<NA>,<NA>,<NA>
"['School of Management, Wuhan University of Technology, Wuhan, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],8/15/2011 0:00,10.1109/ICPIM.2011.5983737,7/16/2011 0:00,10.1109/ICPIM.2011.5983737,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",['https://ror.org/03fe7t173'],[None],['China'],['Hubei'],<NA>,<NA>,<NA>,<NA>
"['Bell Laboratories, Lucent Technologies, Murray Hill'
 'Universität Konstanz, Fakultät für Physik, Konstanz']",['http://retractionwatch.com/the-retraction-watch-leaderboard/'],['Research Article'],8/3/2004 0:00,10.1016/j.tsf.2004.05.106,3/11/2004 0:00,10.1016/S0040-6090(00)01908-8,Retraction,"['+Falsification/Fabrication of Data'
 '+Investigation by Company/Institution'
 '+Misconduct - Official Investigation(s) and/or Finding(s)'
 '+Misconduct by Author']",None,['https://ror.org/03hf0fw66'],[None],['United States'],['New York'],<NA>,<NA>,<NA>,<NA>
"['School of Nursing and Health, Zhengzhou University, Zhengzhou 45000, China: Luoyang Orthopedic-Traumatological Hospital of Henan Provincial Orthopedic Hospital,, Luoyang 45000,, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],12/6/2023 0:00,10.1155/2023/9864581,3/21/2022 0:00,10.1155/2022/8941922,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Materials Science, Saveh Branch, Islamic Azad University, Saveh, Iran']",[],['Research Article'],6/15/2021 0:00,10.32047/cwb.2021.26.2.3,5/1/2012 0:00,unavailable,Retraction,['+Duplication of/in Image' '+Plagiarism of Article' '+Plagiarism of Data'],None,['https://ror.org/053s4kp50'],[None],['Iran'],['Markazi'],<NA>,<NA>,<NA>,<NA>
